# Generated from logfile: /home/c2i/gss_logs/20211122_194945.990_telemetry.gssbin
# This filename: /home/c2i/gss_logs/20211122_194945.990_telemetry.gssbin_OPENINS_NAV_SOLUTION.csv
# Filtered over channel: OPENINS_NAV_SOLUTION
# Created on: 2021-11-23T18:45:56Z
UNIX_timestamp,LCM_event_timestamp,absolute_position_0,absolute_position_1,absolute_position_2,absolute_position_ok,altitude_above_bottom,altitude_ok,attitude_0,attitude_1,attitude_2,attitude_acceleration_0,attitude_acceleration_1,attitude_acceleration_2,attitude_dot_0,attitude_dot_1,attitude_dot_2,attitude_ok,count_publish,course_over_ground,depth,depth_ok,dvl_error,have_bottom_lock,imu_error,initial_lonlat_fix_0,initial_lonlat_fix_1,last_lonlat_fix_0,last_lonlat_fix_1,relative_acceleration_0,relative_acceleration_1,relative_acceleration_2,relative_position_0,relative_position_1,relative_position_2,relative_position_dot_0,relative_position_dot_1,relative_position_dot_2,relative_position_ok,speed_ok,speed_over_ground,unix_time,vehicle
1637610559.416659832001,1637610586088468.000000000000,-75.751966002059,36.181531494099,0.000000000000,1,799.000000000000,1,0.047709033050,1.021923230256,155.121446577346,0.000000000000,0.000000000000,0.000000000000,0.002792473490,-0.000680405878,-0.000179333858,1,26965.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210579720326,432382.161996558076,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.416659832001,OPENINS_OPENINS
1637610559.456651926041,1637610586107261.000000000000,-75.751966002119,36.181531493856,0.000000000000,1,799.000000000000,1,0.048429652332,1.024087102719,155.121475024529,0.000000000000,0.000000000000,0.000000000000,0.002621673085,-0.000474837565,0.000711496959,1,26966.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210552816745,432382.161990887602,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.456651926041,OPENINS_OPENINS
1637610559.496711969376,1637610586146506.000000000000,-75.751966002176,36.181531493628,0.000000000000,1,799.000000000000,1,0.048556248838,1.024464162989,155.121450630658,0.000000000000,0.000000000000,0.000000000000,0.003053978800,0.000393657940,-0.000608756245,1,26967.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210527649149,432382.161985582963,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.496711969376,OPENINS_OPENINS
1637610559.536648988724,1637610586186222.000000000000,-75.751966002229,36.181531493416,0.000000000000,1,799.000000000000,1,0.048575983516,1.024531696645,155.121441512997,0.000000000000,0.000000000000,0.000000000000,0.002776379085,0.000806926662,-0.000228123963,1,26968.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210504105315,432382.161980620585,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.536648988724,OPENINS_OPENINS
1637610559.576668977737,1637610586226571.000000000000,-75.751966002279,36.181531493217,0.000000000000,1,799.000000000000,1,0.048569180362,1.024547396905,155.121463525016,0.000000000000,0.000000000000,0.000000000000,0.001282043467,0.001404115747,0.000550202300,1,26969.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210482080467,432382.161975978350,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.576668977737,OPENINS_OPENINS
1637610559.616643905640,1637610586265360.000000000000,-75.751966002326,36.181531493031,0.000000000000,1,799.000000000000,1,0.048579940672,1.024547064974,155.121443140964,0.000000000000,0.000000000000,0.000000000000,0.003025432787,0.000966202474,-0.000509744048,1,26970.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210461476352,432382.161971635651,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.616643905640,OPENINS_OPENINS
1637610559.656654834747,1637610586306222.000000000000,-75.751966001143,36.181531492663,0.000000000000,1,799.000000000000,1,0.048585442004,1.024548028990,155.121430795746,0.000000000000,0.000000000000,0.000000000000,0.003552387186,0.001113137902,-0.000308369427,1,26971.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210419877432,432382.162077641697,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.656654834747,OPENINS_OPENINS
1637610559.696658849716,1637610586345945.000000000000,-75.751966000037,36.181531492319,0.000000000000,1,799.000000000000,1,0.048576938578,1.024543007821,155.121446883312,0.000000000000,0.000000000000,0.000000000000,0.002178807933,0.000358323921,0.000402325539,1,26972.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210380962584,432382.162176808226,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.696658849716,OPENINS_OPENINS
1637610559.736667871475,1637610586405725.000000000000,-75.751965999002,36.181531491998,0.000000000000,1,799.000000000000,1,0.050784106934,1.027646521011,155.121443603689,0.000000000000,0.000000000000,0.000000000000,0.003712025897,-0.000214570582,-0.000081774388,1,26973.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210344558582,432382.162269576511,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.736667871475,OPENINS_OPENINS
1637610559.776667833328,1637610586444828.000000000000,-75.751965998034,36.181531491697,0.000000000000,1,799.000000000000,1,0.052133917070,1.031303460528,155.121455715235,0.000000000000,0.000000000000,0.000000000000,0.003322462813,0.000445992777,0.000303031749,1,26974.000000000000,0.000000000000,0.000000000000,0,1.000000000000,1,0.000000000000,-75.751965308167,36.181545378167,-75.751965308167,36.181545378167,0.000000000000,0.000000000000,0.000000000000,4004345.210310503375,432382.162356359360,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1,1,0.000000000000,1637610559.776667833328,OPENINS_OPENINS
