# Generated from logfile: /home/c2i/gss_logs/20211122_200137.386_telemetry.gssbin
# This filename: /home/c2i/gss_logs/20211122_200137.386_telemetry.gssbin_GPS_STAT_2.csv
# Filtered over channel: GPS_STAT_2
# Created on: 2021-11-23T18:42:05Z
UNIX_timestamp,LCM_event_timestamp,count_publish,count_publish_errors,fix_time,fix_valid,gga_altitude_m,gga_fix_quality,gga_height_geoid_m,gga_horizontal_dop,gga_num_satellites_tracked,gga_valid,gll_fix_quality,gll_valid,gsa_3D_fix,gsa_horizontal_dop,gsa_num_satellite_prns,gsa_positional_dop,gsa_satellite_prns_0,gsa_satellite_prns_1,gsa_satellite_prns_2,gsa_satellite_prns_3,gsa_satellite_prns_4,gsa_satellite_prns_5,gsa_valid,gsa_vertical_dop,gsv_derived_edop,gsv_derived_hdop,gsv_derived_ndop,gsv_derived_pdop,gsv_derived_vdop,gsv_gps_downing_error,gsv_gps_easting_error,gsv_gps_northing_error,gsv_measured_ure,gsv_num_satellites_in_view,gsv_num_tracked,gsv_valid,latitude,longitude,rmc_course_over_ground_deg,rmc_magnetic_declination,rmc_speed_over_ground_knots,rmc_valid,unix_time
1637611270.949007987976,1637611297612089.000000000000,14181.000000000000,0.000000000000,1637611297.000000000000,1,0.477000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,5.000000000000,1.700000000000,76.000000000000,77.000000000000,67.000000000000,78.000000000000,66.000000000000,,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531459500,-75.751965918667,171.227000000000,999.900000000000,0.025000000000,1,1637611270.949007987976
1637611270.949491977692,1637611297613432.000000000000,14182.000000000000,0.000000000000,1637611297.000000000000,1,0.477000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,6.000000000000,1.700000000000,32.000000000000,31.000000000000,25.000000000000,26.000000000000,22.000000000000,3.000000000000,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531459500,-75.751965918667,171.227000000000,999.900000000000,0.025000000000,1,1637611270.949491977692
1637611270.949791908264,1637611297614588.000000000000,14183.000000000000,0.000000000000,1637611297.000000000000,1,0.477000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,5.000000000000,1.700000000000,76.000000000000,77.000000000000,67.000000000000,78.000000000000,66.000000000000,,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531459500,-75.751965918667,171.227000000000,999.900000000000,0.025000000000,1,1637611270.949791908264
1637611270.950033903122,1637611297615728.000000000000,14184.000000000000,0.000000000000,1637611297.000000000000,1,0.477000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,5.000000000000,1.700000000000,76.000000000000,77.000000000000,67.000000000000,78.000000000000,66.000000000000,,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531459500,-75.751965918667,155.617000000000,999.900000000000,0.011000000000,1,1637611270.950033903122
1637611271.947836875916,1637611298616222.000000000000,14185.000000000000,0.000000000000,1637611298.000000000000,1,0.472000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,5.000000000000,1.700000000000,76.000000000000,77.000000000000,67.000000000000,78.000000000000,66.000000000000,,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531493333,-75.751965911333,155.617000000000,999.900000000000,0.011000000000,1,1637611271.947836875916
1637611271.948360919952,1637611298618473.000000000000,14186.000000000000,0.000000000000,1637611298.000000000000,1,0.472000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,6.000000000000,1.700000000000,32.000000000000,31.000000000000,25.000000000000,26.000000000000,22.000000000000,3.000000000000,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531493333,-75.751965911333,155.617000000000,999.900000000000,0.011000000000,1,1637611271.948360919952
1637611271.948621988297,1637611298619617.000000000000,14187.000000000000,0.000000000000,1637611298.000000000000,1,0.472000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,5.000000000000,1.700000000000,76.000000000000,77.000000000000,67.000000000000,78.000000000000,66.000000000000,,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531493333,-75.751965911333,155.617000000000,999.900000000000,0.011000000000,1,1637611271.948621988297
1637611271.948894023895,1637611298620770.000000000000,14188.000000000000,0.000000000000,1637611298.000000000000,1,0.472000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,5.000000000000,1.700000000000,76.000000000000,77.000000000000,67.000000000000,78.000000000000,66.000000000000,,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531493333,-75.751965911333,48.244000000000,999.900000000000,0.033000000000,1,1637611271.948894023895
1637611272.948289871216,1637611299611602.000000000000,14189.000000000000,0.000000000000,1637611299.000000000000,1,0.480000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,5.000000000000,1.700000000000,76.000000000000,77.000000000000,67.000000000000,78.000000000000,66.000000000000,,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531503333,-75.751965938000,48.244000000000,999.900000000000,0.033000000000,1,1637611272.948289871216
1637611272.948808908463,1637611299612776.000000000000,14190.000000000000,0.000000000000,1637611299.000000000000,1,0.480000000000,4.000000000000,-35.601000000000,0.900000000000,11.000000000000,1,0.000000000000,0,3.000000000000,0.900000000000,6.000000000000,1.700000000000,32.000000000000,31.000000000000,25.000000000000,26.000000000000,22.000000000000,3.000000000000,1,1.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,36.181531503333,-75.751965938000,48.244000000000,999.900000000000,0.033000000000,1,1637611272.948808908463
